CustomerID,Quantity,Total_sales,Country,InvoiceNo,Description,InvoiceDate,Cluster,RFM_score
13420.0,88,140.35,United Kingdom,C561606,WRAP GINGHAM ROSE ,2011-07-28,1,4
13421.0,1127,1831.6099999999994,United Kingdom,C544674,ZINC METAL HEART DECORATION,2011-10-30,1,11
13422.0,1321,2601.5500000000006,United Kingdom,C571862,WOODLAND BUNNIES LOLLY MAKERS,2011-10-19,1,10
13425.0,1123,1624.2099999999998,United Kingdom,564197,WOODEN ROUNDERS GARDEN SET ,2011-08-23,1,10
13426.0,2224,3550.6999999999975,United Kingdom,C569115,ZINC METAL HEART DECORATION,2011-12-09,1,12
13427.0,545,582.6,United Kingdom,577515,ZINC T-LIGHT HOLDER STARS SMALL,2011-11-20,1,8
13428.0,151,201.77999999999994,United Kingdom,579456,WHITE SOAP RACK WITH 2 BOTTLES,2011-11-29,1,6
13429.0,1390,1006.8000000000001,United Kingdom,579261,WOODLAND CHARLOTTE BAG,2011-11-29,1,11
13430.0,738,648.6899999999998,United Kingdom,C568646,WOOD STAMP SET HAPPY BIRTHDAY,2011-11-21,1,9
13431.0,672,1269.0999999999995,United Kingdom,569333,WALL ART MID CENTURY MODERN ,2011-10-03,1,8
13434.0,300,534.24,United Kingdom,568332,TOILET METAL SIGN,2011-09-26,1,6
13435.0,2125,3794.49,United Kingdom,C580522,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-04,1,12
13436.0,76,196.88999999999996,United Kingdom,581233,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-08,1,6
13437.0,1283,3408.0599999999995,United Kingdom,578822,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-25,1,12
13439.0,242,283.71,United Kingdom,548176,ZINC HEART LATTICE 2 WALL PLANTER,2011-03-29,1,4
13441.0,204,296.64000000000004,United Kingdom,566077,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-09-09,1,6
13447.0,577,1104.2300000000002,United Kingdom,C576241,WRAP CHRISTMAS VILLAGE,2011-11-16,1,9
13448.0,1626,3460.990000000002,United Kingdom,C567624,ZINC BOX SIGN HOME,2011-11-23,1,12
13449.0,222,291.88,United Kingdom,576628,WHITE SKULL HOT WATER BOTTLE ,2011-11-16,1,7
13450.0,1982,2043.7200000000003,United Kingdom,575951,WRAP RED APPLES ,2011-11-13,1,11
13451.0,2122,2838.559999999999,United Kingdom,C546641,YELLOW METAL CHICKEN HEART ,2011-11-13,1,11
13452.0,2,590.0,United Kingdom,547814,VINTAGE BLUE KITCHEN CABINET,2011-03-25,1,4
13453.0,134,356.98,United Kingdom,558121,YOU'RE CONFUSING ME METAL SIGN ,2011-06-27,1,4
13455.0,345,1007.3499999999997,United Kingdom,C554300,WOODEN PICTURE FRAME WHITE FINISH,2011-11-15,1,8
13456.0,756,1737.8199999999997,United Kingdom,C556269,WOODEN BOX OF DOMINOES,2011-11-22,1,10
13458.0,5460,9537.919999999998,United Kingdom,C577799,ZINC T-LIGHT HOLDER STARS SMALL,2011-12-02,1,12
13460.0,286,183.44,United Kingdom,575708,WRAP WEDDING DAY,2011-11-10,1,6
13461.0,1170,1445.0000000000002,United Kingdom,573746,WOODLAND CHARLOTTE BAG,2011-11-01,1,10
13462.0,61,143.25,United Kingdom,C556278,WHITE LOVEBIRD LANTERN,2011-06-09,1,3
13464.0,403,674.6800000000002,United Kingdom,570856,ZINC METAL HEART DECORATION,2011-10-12,1,8
13466.0,258,297.95000000000005,United Kingdom,C564971,WRAP VINTAGE PETALS  DESIGN,2011-08-31,1,6
13467.0,580,1071.91,United Kingdom,579274,ZINC METAL HEART DECORATION,2011-11-29,1,10
13468.0,2581,5656.750000000002,United Kingdom,C579893,YOU'RE CONFUSING ME METAL SIGN ,2011-12-08,1,12
13470.0,100,165.0,United Kingdom,565154,LUNCH BAG WOODLAND,2011-09-01,1,4
13471.0,1583,2501.839999999998,United Kingdom,581430,WRAP ENGLISH ROSE ,2011-12-08,1,12
13473.0,260,417.53999999999996,United Kingdom,C541092,WHITE HAND TOWEL WITH BUTTERFLY,2011-10-10,1,6
13474.0,129,226.83999999999997,United Kingdom,550332,WOODEN HAPPY BIRTHDAY GARLAND,2011-04-17,1,3
13475.0,1012,1431.7800000000009,United Kingdom,555243,ZINC METAL HEART DECORATION,2011-06-01,1,8
13476.0,414,1092.7699999999998,United Kingdom,C555889,WHITE HANGING HEART T-LIGHT HOLDER,2011-06-14,1,7
13477.0,1018,1441.529999999999,United Kingdom,C547988,WRAP DOILEY DESIGN,2011-11-02,1,10
13479.0,133,291.0,United Kingdom,C554687,WHITE WIRE EGG HOLDER,2011-05-25,1,3
13481.0,1127,1776.809999999999,United Kingdom,C568237,ZINC HEART FLOWER T-LIGHT HOLDER,2011-10-25,1,11
13482.0,116,184.64,United Kingdom,550971,SWEETHEART CERAMIC TRINKET BOX,2011-04-21,1,3
13483.0,160,140.34000000000003,United Kingdom,569631,VINTAGE SNAP CARDS,2011-10-05,1,5
13484.0,44,313.79999999999995,United Kingdom,549907,DOORMAT UNION FLAG,2011-04-12,1,4
13485.0,277,454.24,United Kingdom,550783,WOODEN BOX OF DOMINOES,2011-04-20,1,5
13486.0,669,1122.4099999999999,United Kingdom,567846,ZINC T-LIGHT HOLDER STARS SMALL,2011-09-22,1,8
13487.0,265,575.4000000000001,United Kingdom,571007,WRAP VINTAGE PETALS  DESIGN,2011-10-13,1,6
13488.0,4512,8910.609999999999,United Kingdom,C560832,ZINC METAL HEART DECORATION,2011-11-22,1,11
13489.0,560,449.52,United Kingdom,564641,ZINC T-LIGHT HOLDER STARS SMALL,2011-08-26,1,7
13491.0,903,1215.82,United Kingdom,571725,ZINC WILLIE WINKIE  CANDLE STICK,2011-10-19,1,8
13492.0,408,1269.8400000000006,Switzerland,561332,WATERING CAN PINK BUNNY,2011-07-26,1,8
13493.0,380,618.63,Switzerland,546134,POSTAGE,2011-03-09,1,6
13494.0,162,316.26,United Kingdom,542863,SKULL SHOULDER BAG,2011-02-01,1,5
13495.0,814,1990.1199999999994,United Kingdom,C537807,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-02,1,11
13496.0,329,617.93,United Kingdom,C539301,ZINC FOLKART SLEIGH BELLS,2011-11-29,1,8
13497.0,159,321.04999999999995,United Kingdom,C537314,WOODEN HEART CHRISTMAS SCANDINAVIAN,2011-03-02,1,5
13499.0,1358,1146.96,United Kingdom,C569950,ZINC METAL HEART DECORATION,2011-11-22,1,10
13500.0,585,1136.7700000000002,United Kingdom,C575752,ZINC SWEETHEART WIRE LETTER RACK,2011-11-16,1,9
13501.0,557,1310.4699999999998,Switzerland,C549580,YELLOW METAL CHICKEN HEART ,2011-04-11,1,7
13502.0,264,292.0,United Kingdom,578129,ZINC T-LIGHT HOLDER STARS SMALL,2011-11-23,1,8
13503.0,248,216.84999999999997,United Kingdom,568902,WRAP RED VINTAGE DOILY,2011-09-29,1,5
13504.0,178,295.93,United Kingdom,569838,TEA PARTY BIRTHDAY CARD,2011-10-06,1,6
13505.0,2461,4282.879999999999,Switzerland,C569318,WRAP SUKI AND FRIENDS,2011-10-03,1,10
13506.0,321,452.82000000000005,United Kingdom,C542730,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-01-31,1,5
13507.0,1597,2479.159999999999,United Kingdom,580907,WRAP PINK FAIRY CAKES ,2011-12-06,1,12
13508.0,24,110.97,United Kingdom,549552,WOODEN UNION JACK BUNTING,2011-04-10,1,3
13509.0,1106,979.7200000000001,United Kingdom,579937,SMALL POPCORN HOLDER,2011-12-01,1,11
13510.0,1382,1785.1599999999983,United Kingdom,C559303,WRAP VINTAGE PETALS  DESIGN,2011-12-08,1,12
13512.0,143,251.20999999999998,United Kingdom,547572,SWEETHEART CERAMIC TRINKET BOX,2011-03-24,1,3
13513.0,109,205.09999999999997,United Kingdom,562467,ZINC METAL HEART DECORATION,2011-08-05,1,4
13514.0,40,152.20000000000002,United Kingdom,568383,WOODEN PICTURE FRAME WHITE FINISH,2011-09-27,1,4
13515.0,681,891.1200000000002,United Kingdom,568614,WRAP ENGLISH ROSE ,2011-09-28,1,8
13516.0,985,1389.4100000000003,United Kingdom,577310,TRAVEL SEWING KIT,2011-11-18,1,10
13517.0,1360,2109.0699999999997,United Kingdom,C564232,WRAP SUKI AND FRIENDS,2011-10-11,1,10
13518.0,382,627.16,United Kingdom,566786,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-09-15,1,7
13519.0,22,110.8,United Kingdom,C572102,YELLOW GIANT GARDEN THERMOMETER,2011-10-20,1,5
13520.0,1642,3487.749999999999,Switzerland,C562154,WOODLAND MINI BACKPACK,2011-10-12,1,10
13521.0,718,1071.7299999999998,United Kingdom,581405,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-08,1,10
13522.0,44,125.80000000000001,United Kingdom,575370,PAPER CHAIN KIT 50'S CHRISTMAS ,2011-11-09,1,5
13523.0,1745,3755.3800000000006,United Kingdom,C556966,YELLOW GIANT GARDEN THERMOMETER,2011-11-06,1,11
13524.0,324,680.1800000000001,United Kingdom,573351,WHITE LOVEBIRD LANTERN,2011-10-30,1,8
13525.0,394,628.78,United Kingdom,578785,LE JARDIN BOTANIQUE CUSHION COVER,2011-11-25,1,9
13527.0,1664,2218.61,United Kingdom,C566252,ZINC METAL HEART DECORATION,2011-11-06,1,11
13529.0,74,307.76,United Kingdom,567698,WOODLAND MINI BACKPACK,2011-09-22,1,5
13531.0,174,483.8000000000001,United Kingdom,553727,VINTAGE CREAM DOG FOOD CONTAINER,2011-05-18,1,5
13532.0,129,210.30999999999983,United Kingdom,574672,WRAP 50'S  CHRISTMAS,2011-11-06,1,5
13533.0,202,269.09000000000015,United Kingdom,556408,WOODEN SCHOOL COLOURING SET,2011-06-10,1,4
13534.0,2876,5613.080000000015,United Kingdom,C574505,ZINC SWEETHEART WIRE LETTER RACK,2011-12-07,1,12
13536.0,2126,3444.3899999999985,United Kingdom,581442,ZINC FOLKART SLEIGH BELLS,2011-12-08,1,12
13538.0,175,1280.85,United Kingdom,573128,DOORMAT WELCOME TO OUR HOME,2011-10-27,1,8
13539.0,314,605.8400000000001,United Kingdom,C550029,WRAP PINK FAIRY CAKES ,2011-09-15,1,6
13544.0,112,276.06,United Kingdom,573492,YOU'RE CONFUSING ME METAL SIGN ,2011-10-31,1,5
13546.0,357,621.0899999999999,United Kingdom,578953,VINTAGE CHRISTMAS STOCKING ,2011-11-27,1,8
13548.0,436,678.16,United Kingdom,565445,ZINC WIRE SWEETHEART LETTER TRAY,2011-09-04,1,8
13549.0,457,916.1199999999999,United Kingdom,C554519,ZINC METAL HEART DECORATION,2011-11-14,1,9
13551.0,12,91.80000000000001,United Kingdom,541978,HIPPY CHIC DECORATIVE PARASOL,2011-01-24,1,3
13552.0,1386,3539.530000000001,United Kingdom,C567330,WRAP ALPHABET DESIGN,2011-10-04,1,10
13555.0,2636,4098.880000000003,United Kingdom,568513,WRAP CHRISTMAS VILLAGE,2011-09-27,1,10
13557.0,546,584.0600000000001,United Kingdom,575903,WRAP SUKI AND FRIENDS,2011-11-11,1,8
13558.0,338,594.5199999999999,United Kingdom,580397,YULETIDE IMAGES GIFT WRAP SET,2011-12-04,1,8
13560.0,63,171.42000000000004,United Kingdom,580278,YOU'RE CONFUSING ME METAL SIGN ,2011-12-02,1,6
13561.0,83,141.86,United Kingdom,552280,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-08,1,3
13562.0,757,1799.3299999999988,United Kingdom,567206,ZINC METAL HEART DECORATION,2011-09-19,1,9
13563.0,209,777.5300000000001,United Kingdom,567139,WASHROOM METAL SIGN,2011-09-16,1,7
13564.0,634,623.3900000000004,United Kingdom,C560414,YOU'RE CONFUSING ME METAL SIGN ,2011-07-18,1,6
13565.0,172,240.22000000000006,United Kingdom,577542,ZINC METAL HEART DECORATION,2011-11-20,1,6
13566.0,567,856.8399999999998,United Kingdom,573343,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-10-30,1,9
13568.0,66,187.05000000000004,United Kingdom,557305,WOODEN SCHOOL COLOURING SET,2011-06-19,1,3
13569.0,156,338.61999999999995,United Kingdom,578017,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-11-22,1,7
13570.0,161,239.49000000000004,United Kingdom,549561,WOODEN HEART CHRISTMAS SCANDINAVIAN,2011-04-10,1,4
13571.0,1757,2088.94,United Kingdom,578850,YOU'RE CONFUSING ME METAL SIGN ,2011-11-27,1,12
13572.0,534,1384.25,United Kingdom,553661,SMALL SILVER TRELLIS CANDLEPOT,2011-05-18,1,7
13573.0,302,290.25,United Kingdom,572090,WALL ART DOG LICENCE ,2011-10-20,1,6
13575.0,449,732.0699999999997,United Kingdom,576769,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-11-16,1,9
13576.0,2640,6703.3,United Kingdom,C564204,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-11-29,1,12
13577.0,771,1658.2999999999988,United Kingdom,C566313,WRAP VINTAGE LEAF DESIGN,2011-11-14,1,10
13579.0,176,467.03999999999996,United Kingdom,578681,VINTAGE JINGLE BELLS HEART,2011-11-25,1,8
13581.0,30,117.99999999999999,United Kingdom,543126,WHITE HANGING HEART T-LIGHT HOLDER,2011-02-03,1,3
13583.0,725,781.0300000000002,United Kingdom,559202,WHITE METAL LANTERN,2011-07-07,1,7
13584.0,37,142.40000000000003,United Kingdom,543275,WOODLAND CHARLOTTE BAG,2011-02-06,1,3
13587.0,160,347.0,United Kingdom,C575004,REVOLVER WOODEN RULER ,2011-11-08,1,7
13588.0,2573,2445.119999999998,United Kingdom,C575879,WRAP WEDDING DAY,2011-11-24,1,12
13589.0,114,379.65000000000003,United Kingdom,578787,WOODEN ROUNDERS GARDEN SET ,2011-11-25,1,7
13590.0,1846,1976.1199999999992,United Kingdom,C560909,ZINC METAL HEART DECORATION,2011-11-28,1,12
13591.0,485,1117.1300000000003,United Kingdom,569827,WHITE WOOD GARDEN PLANT LADDER,2011-10-06,1,8
13592.0,84,247.95999999999995,United Kingdom,574335,WOODEN CROQUET GARDEN SET,2011-11-04,1,5
13593.0,695,1965.0800000000008,United Kingdom,C547168,ZINC T-LIGHT HOLDER STARS SMALL,2011-08-23,1,9
13594.0,359,396.96999999999997,United Kingdom,571566,WRAP BAD HAIR DAY,2011-10-18,1,6
13596.0,384,664.1099999999999,United Kingdom,580404,WOODEN UNION JACK BUNTING,2011-12-04,1,10
13598.0,51,147.29000000000008,United Kingdom,C572299,ZINC WILLIE WINKIE  CANDLE STICK,2011-10-23,1,5
13599.0,3168,5026.8499999999985,United Kingdom,C581468,WRAP GINGHAM ROSE ,2011-12-08,1,12
13600.0,324,219.51999999999998,United Kingdom,542731,WHITE SAGE INCENSE,2011-01-31,1,4
13601.0,548,693.3200000000002,United Kingdom,572755,WOODLAND STORAGE BOX LARGE ,2011-10-25,1,9
13602.0,267,428.88999999999993,United Kingdom,569799,WALL ART ONLY ONE PERSON ,2011-10-06,1,6
13603.0,164,164.34,United Kingdom,576069,WOOD STAMP SET THANK YOU,2011-11-13,1,6
13606.0,276,276.74999999999994,United Kingdom,575712,WOODEN HAPPY BIRTHDAY GARLAND,2011-11-10,1,6
13607.0,288,675.5099999999996,United Kingdom,573415,ZINC SWEETHEART WIRE LETTER RACK,2011-10-30,1,8
13610.0,486,1065.8800000000003,United Kingdom,C571287,ZINC HERB GARDEN CONTAINER,2011-11-27,1,10
13611.0,750,1140.8,United Kingdom,C558253,ZINC HERB GARDEN CONTAINER,2011-09-11,1,8
13614.0,564,1585.460000000001,United Kingdom,576592,ZINC HERB GARDEN CONTAINER,2011-11-15,1,9
13615.0,183,399.9900000000001,United Kingdom,C542643,STRAWBERRY DREAM CHILDS UMBRELLA,2011-01-31,1,5
13617.0,300,544.18,United Kingdom,573376,WOODEN PICTURE FRAME WHITE FINISH,2011-10-30,1,7
13618.0,246,177.34000000000003,United Kingdom,557264,SCANDINAVIAN PAISLEY PICNIC BAG,2011-06-19,1,4
13621.0,343,213.85,United Kingdom,563234,WOODEN BOX OF DOMINOES,2011-08-15,1,5
13623.0,278,652.4000000000001,United Kingdom,C575257,WOODEN ROUNDERS GARDEN SET ,2011-11-09,1,8
13626.0,209,257.22999999999996,United Kingdom,548558,VINTAGE PAISLEY STATIONERY SET,2011-04-01,1,4
13627.0,1266,1624.0200000000002,United Kingdom,C567884,WOODEN STAR CHRISTMAS SCANDINAVIAN,2011-10-11,1,10
13629.0,4372,7792.36,United Kingdom,576775,WELCOME  WOODEN BLOCK LETTERS,2011-11-16,1,11
13630.0,1377,1995.6799999999998,United Kingdom,C565477,ZINC T-LIGHT HOLDER STARS SMALL,2011-12-04,1,12
13631.0,460,3021.77,United Kingdom,C561682,VICTORIAN SEWING BOX MEDIUM,2011-09-01,1,9
13632.0,1030,2114.68,United Kingdom,C557282,ZINC METAL HEART DECORATION,2011-11-15,1,11
13634.0,700,1547.3600000000004,United Kingdom,574696,ZINC SWEETHEART WIRE LETTER RACK,2011-11-06,1,9
13635.0,677,1071.0300000000002,United Kingdom,569253,WHITE SKULL HOT WATER BOTTLE ,2011-10-03,1,8
13636.0,586,941.6199999999999,United Kingdom,C548906,ZINC WILLIE WINKIE  CANDLE STICK,2011-11-03,1,9
13637.0,405,804.2999999999998,United Kingdom,571677,ZINC SWEETHEART WIRE LETTER RACK,2011-10-18,1,8
13638.0,93,122.64000000000001,United Kingdom,578361,WRAP 50'S  CHRISTMAS,2011-11-24,1,6
13639.0,800,1033.3400000000001,United Kingdom,568321,WOODEN SCHOOL COLOURING SET,2011-09-26,1,8
13642.0,151,312.28,United Kingdom,552277,YOU'RE CONFUSING ME METAL SIGN ,2011-05-08,1,4
13643.0,273,519.44,United Kingdom,575143,WRAP CHRISTMAS VILLAGE,2011-11-08,1,7
13644.0,2060,2597.5200000000013,United Kingdom,C579891,YOU'RE CONFUSING ME METAL SIGN ,2011-12-01,1,12
13645.0,158,252.1,United Kingdom,563075,GUMBALL COAT RACK,2011-08-11,1,5
13647.0,886,1640.22,United Kingdom,C569902,WRAP ALPHABET DESIGN,2011-11-30,1,11
13649.0,139,346.6000000000001,United Kingdom,547900,WOODEN PICTURE FRAME WHITE FINISH,2011-03-28,1,4
13650.0,918,1809.34,United Kingdom,C553568,ZINC METAL HEART DECORATION,2011-11-23,1,11
13651.0,33,94.2,United Kingdom,574546,WHITE SPOT BLUE CERAMIC DRAWER KNOB,2011-11-04,1,5
13652.0,578,1095.08,United Kingdom,572561,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-10-25,1,9
13654.0,2182,2707.329999999999,United Kingdom,573124,WRAP PINK FAIRY CAKES ,2011-10-27,1,11
13655.0,605,932.9700000000004,United Kingdom,563566,WRAP MAGIC FOREST ,2011-08-17,1,8
13656.0,490,379.65000000000003,United Kingdom,558293,WOODLAND CHARLOTTE BAG,2011-06-28,1,6
13657.0,209,382.13999999999993,United Kingdom,579407,VINTAGE SNAP CARDS,2011-11-29,1,8
13658.0,1009,2421.470000000002,United Kingdom,C556678,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-11-30,1,12
13659.0,867,1540.6500000000008,United Kingdom,C554848,YELLOW METAL CHICKEN HEART ,2011-05-26,1,7
13662.0,528,862.5800000000002,United Kingdom,C556295,WRAP RED APPLES ,2011-09-15,1,8
13663.0,91,189.47,United Kingdom,556641,REGENCY TEA PLATE ROSES ,2011-06-13,1,3
13666.0,41,84.65000000000002,United Kingdom,570457,RED BABY BUNTING ,2011-10-10,1,4
13667.0,149,299.04999999999984,United Kingdom,559921,WOODEN FRAME ANTIQUE WHITE ,2011-07-13,1,4
13668.0,3617,6162.309999999986,United Kingdom,C581106,ZINC T-LIGHT HOLDER STARS SMALL,2011-12-07,1,12
13669.0,237,218.55,United Kingdom,571938,TRADITIONAL WOODEN SKIPPING ROPE,2011-10-20,1,6
13670.0,282,349.70000000000016,United Kingdom,568204,VINTAGE DONKEY TAIL GAME ,2011-09-25,1,6
13672.0,-1,-71.45999999999998,United Kingdom,C543749,SET OF 3 BABUSHKA STACKING TINS,2011-02-11,1,3
13673.0,114,387.43999999999994,United Kingdom,577701,ZINC FOLKART SLEIGH BELLS,2011-11-21,1,6
13675.0,330,486.82000000000005,United Kingdom,559656,WHITE HANGING HEART T-LIGHT HOLDER,2011-07-11,1,5
13678.0,924,232.60000000000005,United Kingdom,559555,WHITE STITCHED WALL CLOCK,2011-07-11,1,5
13680.0,1265,2199.0099999999993,United Kingdom,C540417,ZINC T-LIGHT HOLDER STARS SMALL,2011-12-08,1,12
13681.0,360,827.83,United Kingdom,577853,WICKER WREATH SMALL,2011-11-22,1,8
13682.0,10,59.5,United Kingdom,555557,SET/3 ROSE CANDLE IN JEWELLED BOX,2011-06-05,1,3
13684.0,37,62.13000000000001,United Kingdom,C545040,YOU'RE CONFUSING ME METAL SIGN ,2011-02-27,1,3
13685.0,5056,3119.4400000000014,United Kingdom,581097,WHITE SQUARE TABLE CLOCK,2011-12-07,1,12
13686.0,70,72.0,United Kingdom,556285,TOY TIDY PINK POLKADOT,2011-06-10,1,3
13689.0,512,910.0,United Kingdom,570128,WOODEN BOX OF DOMINOES,2011-10-07,1,8
13690.0,67,172.25,United Kingdom,570675,SET/6 RED SPOTTY PAPER PLATES,2011-10-11,1,4
13692.0,1224,1466.8700000000006,United Kingdom,C554002,WRAP RED VINTAGE DOILY,2011-11-15,1,10
13693.0,-6,-32.0,United Kingdom,C541499,SWEETHEART CAKESTAND 3 TIER,2011-01-18,1,3
13694.0,61899,62690.54000000003,United Kingdom,C576218,YELLOW/ORANGE FLOWER DESIGN PLATE,2011-12-06,1,12
13695.0,1603,2504.1299999999987,United Kingdom,575127,ZINC T-LIGHT HOLDER STARS SMALL,2011-11-08,1,11
13697.0,177,151.3,United Kingdom,573747,WOODEN HEART CHRISTMAS SCANDINAVIAN,2011-11-01,1,6
13699.0,66,308.58,United Kingdom,559340,METAL SIGN TAKE IT OR LEAVE IT ,2011-07-07,1,4
13700.0,2281,2248.6299999999997,United Kingdom,575971,YOU'RE CONFUSING ME METAL SIGN ,2011-11-13,1,11
13703.0,10,99.5,United Kingdom,542099,SWEETHEART CAKESTAND 3 TIER,2011-01-25,1,3
13704.0,1528,2295.3099999999986,United Kingdom,C569961,WRAP PINK FAIRY CAKES ,2011-12-04,1,12
13705.0,363,711.8600000000001,United Kingdom,580259,WOODEN BOX OF DOMINOES,2011-12-02,1,9
13706.0,189,330.78999999999996,United Kingdom,543548,SET 3 WICKER OVAL BASKETS W LIDS,2011-02-10,1,5
13707.0,351,806.4100000000004,United Kingdom,546883,WOODEN UNION JACK BUNTING,2011-03-17,1,6
13708.0,301,285.3299999999999,United Kingdom,546426,WRAP VINTAGE PETALS  DESIGN,2011-03-13,1,4
13709.0,3493,6228.710000000004,United Kingdom,C575155,ZINC WILLIE WINKIE  CANDLE STICK,2011-12-06,1,12
13710.0,176,180.48000000000002,United Kingdom,574944,WHITE JEWELLED HEART DECORATION,2011-11-08,1,6
13711.0,140,252.06000000000003,United Kingdom,551897,WHITE HANGING HEART T-LIGHT HOLDER,2011-05-05,1,3
13712.0,352,228.83999999999997,United Kingdom,549259,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-04-07,1,4
13715.0,554,1051.9899999999998,United Kingdom,C540378,WOOD BLACK BOARD ANT WHITE FINISH,2011-03-03,1,7
13716.0,138,138.28,United Kingdom,546646,WHITE HANGING HEART T-LIGHT HOLDER,2011-03-15,1,3
13717.0,1958,1432.2600000000002,United Kingdom,C550807,WOODEN ADVENT CALENDAR CREAM,2011-11-07,1,10
13718.0,173,306.55,United Kingdom,549282,VINYL RECORD FRAME SILVER,2011-04-07,1,5
13719.0,609,1041.68,United Kingdom,578621,ZINC BOX SIGN HOME,2011-11-24,1,10
13720.0,501,799.8999999999999,United Kingdom,563264,ZINC METAL HEART DECORATION,2011-08-15,1,8
13721.0,316,524.14,United Kingdom,574262,WOODEN TREE CHRISTMAS SCANDINAVIAN,2011-11-03,1,7
13722.0,1400,2369.1600000000008,United Kingdom,C563068,WRAP VINTAGE PETALS  DESIGN,2011-08-11,1,10
13723.0,43,199.85000000000002,United Kingdom,552240,WHITE LOVEBIRD LANTERN,2011-05-06,1,3
13725.0,659,1809.8100000000002,United Kingdom,C568830,WATERING CAN PINK BUNNY,2011-10-21,1,10
13726.0,1054,1079.6600000000003,United Kingdom,573777,WHITE SPOT RED CERAMIC DRAWER KNOB,2011-11-01,1,10
13727.0,162,333.4800000000001,United Kingdom,575741,WOODEN ADVENT CALENDAR RED,2011-11-11,1,7
13728.0,458,1016.1399999999999,United Kingdom,574107,ZINC HERB GARDEN CONTAINER,2011-11-03,1,9
13730.0,488,752.5999999999998,United Kingdom,561383,WRAP POPPIES  DESIGN,2011-07-27,1,8
13731.0,278,610.5899999999999,United Kingdom,551850,WRAP PINK FAIRY CAKES ,2011-05-04,1,5
13732.0,498,491.86,United Kingdom,575905,WOODEN BOX OF DOMINOES,2011-11-11,1,8
13735.0,1081,2764.4799999999973,United Kingdom,C576393,WOODLAND SMALL RED FELT HEART,2011-11-15,1,11
13736.0,492,721.9,United Kingdom,C547661,YOU'RE CONFUSING ME METAL SIGN ,2011-12-04,1,10
13737.0,125,339.59999999999997,United Kingdom,554326,VICTORIAN  METAL POSTCARD SPRING,2011-05-23,1,4
13739.0,54,216.9,United Kingdom,577738,ROTATING SILVER ANGELS T-LIGHT HLDR,2011-11-21,1,5
13740.0,425,350.75,United Kingdom,549929,WOODEN PICTURE FRAME WHITE FINISH,2011-04-13,1,6
13741.0,217,666.33,United Kingdom,C553027,WHITE VINT ART DECO CRYSTAL NECKLAC,2011-09-29,1,7
13742.0,1107,3079.2700000000013,United Kingdom,C558128,ZINC METAL HEART DECORATION,2011-11-23,1,12
13743.0,1775,1340.1499999999996,United Kingdom,C559808,WORLD WAR 2 GLIDERS ASSTD DESIGNS,2011-12-07,1,11
13744.0,1153,1080.52,United Kingdom,565613,WHITE SPOT RED CERAMIC DRAWER KNOB,2011-09-05,1,9
13745.0,486,291.53999999999996,United Kingdom,C559675,VINTAGE KID DOLLY CARD ,2011-07-11,1,5
13747.0,8,79.6,United Kingdom,536393,RETROSPOT LAMP,2010-12-01,1,3
13748.0,439,948.2499999999998,United Kingdom,565464,STRAWBERRY CERAMIC TRINKET BOX,2011-09-05,1,8
13750.0,516,1647.2599999999998,United Kingdom,571407,SPOTTY PINK DUCK DOORSTOP,2011-10-17,1,9
13751.0,152,296.24999999999994,United Kingdom,544917,YELLOW SHARK HELICOPTER,2011-02-24,1,5
13752.0,874,1175.38,United Kingdom,562584,ZINC FINISH 15CM PLANTER POTS,2011-08-07,1,8
13753.0,512,741.26,United Kingdom,545004,WRAP VINTAGE PETALS  DESIGN,2011-02-25,1,7
13754.0,214,282.6,United Kingdom,559609,VINTAGE UNION JACK PENNANT,2011-07-11,1,4
13755.0,1219,2101.3900000000012,United Kingdom,C576197,YELLOW SHARK HELICOPTER,2011-12-06,1,12
13756.0,3164,5145.119999999995,United Kingdom,C577753,WRAP PINK FAIRY CAKES ,2011-12-07,1,12
13758.0,1844,3190.550000000001,United Kingdom,579097,WHITE HANGING HEART T-LIGHT HOLDER,2011-11-28,1,12
13759.0,287,659.41,United Kingdom,574724,VINTAGE CHRISTMAS BUNTING,2011-11-06,1,8
13760.0,197,286.78999999999996,United Kingdom,571296,TRADITIONAL MODELLING CLAY,2011-10-16,1,5
13761.0,642,1070.65,United Kingdom,572076,YOU'RE CONFUSING ME METAL SIGN ,2011-10-20,1,9
13762.0,0,4.263256414560601e-14,United Kingdom,C553880,SWEETHEART CERAMIC TRINKET BOX,2011-05-19,1,3
